,loss,accuracy,val_loss,val_accuracy,lr
0,1.3049819469451904,0.6740545630455017,0.4040377736091614,0.8496894240379333,0.001
1,0.36200907826423645,0.8712027072906494,0.3349737524986267,0.8819875717163086,0.001
2,0.32170313596725464,0.8877867460250854,0.3779989182949066,0.8645962476730347,0.001
3,0.3104360103607178,0.8893366456031799,0.3082396984100342,0.8906832337379456,0.001
4,0.30527499318122864,0.8913515210151672,0.3344121277332306,0.886956512928009,0.001
5,0.26803338527679443,0.9029757976531982,0.2421201765537262,0.9155279397964478,0.001
6,0.26788175106048584,0.903285801410675,0.3283822238445282,0.8732919096946716,0.001
7,0.2711228132247925,0.9006509780883789,0.2488938868045807,0.9018633365631104,0.001
8,0.24314847588539124,0.9133601784706116,0.25029483437538147,0.9006211161613464,0.001
9,0.2476566731929779,0.914445161819458,0.2883354127407074,0.8931676745414734,0.001
10,0.22703029215335846,0.917699933052063,0.27794402837753296,0.9018633365631104,0.001
11,0.22882482409477234,0.9190948605537415,0.2640329599380493,0.904347836971283,0.001
12,0.22429512441158295,0.9197148084640503,0.2434089034795761,0.9080745577812195,0.001
13,0.22787386178970337,0.9221946597099304,0.2828366756439209,0.9006211161613464,0.001
14,0.22850824892520905,0.9173899292945862,0.24520735442638397,0.9155279397964478,0.001
15,0.22014304995536804,0.9167699813842773,0.2382471114397049,0.9155279397964478,0.001
16,0.18683457374572754,0.9314941167831421,0.2065918892621994,0.9341614842414856,0.0005
17,0.18061229586601257,0.937538743019104,0.23284101486206055,0.9155279397964478,0.0005
18,0.19163773953914642,0.9304091930389404,0.20814396440982819,0.9217391014099121,0.0005
19,0.18855667114257812,0.9313391447067261,0.2142404466867447,0.9204968810081482,0.0005
20,0.1771351844072342,0.9341289401054382,0.21245823800563812,0.9267081022262573,0.0005
21,0.17280486226081848,0.937538743019104,0.20270952582359314,0.9341614842414856,0.0005
22,0.16905708611011505,0.93769371509552,0.20665091276168823,0.9316770434379578,0.0005
23,0.18122214078903198,0.9355238676071167,0.22910912334918976,0.9192546606063843,0.0005
24,0.17191019654273987,0.9366087913513184,0.20296844840049744,0.9217391014099121,0.0005
25,0.17087851464748383,0.937538743019104,0.21075402200222015,0.9167701601982117,0.0005
26,0.17850853502750397,0.9362988471984863,0.20672748982906342,0.9217391014099121,0.0005
27,0.15389017760753632,0.9463732242584229,0.198776513338089,0.9254658222198486,0.00025
28,0.15801690518856049,0.9411035180091858,0.19113701581954956,0.9279503226280212,0.00025
29,0.1573030948638916,0.940638542175293,0.19981901347637177,0.9229813814163208,0.00025
30,0.16235876083374023,0.9421884417533875,0.19906102120876312,0.9304347634315491,0.00025
31,0.15282513201236725,0.9465281963348389,0.1945926994085312,0.9254658222198486,0.00025
32,0.15435200929641724,0.9455982446670532,0.19588807225227356,0.9267081022262573,0.00025
33,0.153553307056427,0.9446682929992676,0.18602800369262695,0.9254658222198486,0.00025
34,0.1439642757177353,0.9483880996704102,0.1976923793554306,0.9267081022262573,0.00025
35,0.14510372281074524,0.9482331275939941,0.1963319331407547,0.9279503226280212,0.00025
36,0.1468149572610855,0.9469931721687317,0.18670418858528137,0.9366459846496582,0.00025
37,0.14737428724765778,0.9449782967567444,0.19421663880348206,0.9267081022262573,0.00025
38,0.14613789319992065,0.945753276348114,0.2075231969356537,0.9217391014099121,0.00025
39,0.14164762198925018,0.9482331275939941,0.19279059767723083,0.9267081022262573,0.00025
40,0.13736826181411743,0.9502480030059814,0.20182786881923676,0.9242236018180847,0.00025
41,0.14380140602588654,0.9476131200790405,0.18944185972213745,0.9291925430297852,0.00025
42,0.14222267270088196,0.9517979025840759,0.19572310149669647,0.9291925430297852,0.00025
43,0.13671618700027466,0.9479231238365173,0.19602058827877045,0.9279503226280212,0.00025
44,0.13926957547664642,0.9482331275939941,0.19476006925106049,0.9254658222198486,0.00025
45,0.14693909883499146,0.9438933730125427,0.19938431680202484,0.9192546606063843,0.00025
46,0.1317099630832672,0.9516429305076599,0.18433816730976105,0.9354037046432495,0.00025
47,0.13899195194244385,0.9510229229927063,0.20765399932861328,0.9242236018180847,0.000125
48,0.12919211387634277,0.9535027742385864,0.20574818551540375,0.9204968810081482,0.000125
49,0.1342420130968094,0.9482331275939941,0.19267430901527405,0.9304347634315491,0.000125
50,0.13327446579933167,0.9519528746604919,0.19252213835716248,0.9229813814163208,0.000125
51,0.12850302457809448,0.9555176496505737,0.1911291629076004,0.9242236018180847,0.000125
52,0.1290406584739685,0.9544327259063721,0.1984599083662033,0.9279503226280212,0.000125
53,0.1309499889612198,0.9524178504943848,0.18110457062721252,0.9329192638397217,0.000125
54,0.12325277179479599,0.9556726813316345,0.18924862146377563,0.9267081022262573,0.000125
55,0.1255742311477661,0.9548977017402649,0.18308670818805695,0.9329192638397217,0.000125
56,0.12901835143566132,0.9536578059196472,0.18723605573177338,0.9254658222198486,0.000125
