,loss,accuracy,val_loss,val_accuracy,lr
0,1.5115352869033813,0.6754494905471802,0.4613838493824005,0.8459627032279968,0.001
1,0.3768882751464844,0.863453209400177,0.40072259306907654,0.8670807480812073,0.001
2,0.3353348970413208,0.8805021643638611,0.33040863275527954,0.8906832337379456,0.001
3,0.3193173110485077,0.886236846446991,0.33631524443626404,0.8832297921180725,0.001
4,0.28867730498313904,0.8958462476730347,0.276183158159256,0.9055900573730469,0.001
5,0.2766168713569641,0.903285801410675,0.24985577166080475,0.9055900573730469,0.001
6,0.24908271431922913,0.9088654518127441,0.3367401957511902,0.8695651888847351,0.001
7,0.25220414996147156,0.9087104797363281,0.2730104923248291,0.9105589985847473,0.001
8,0.23558974266052246,0.91475510597229,0.2217666506767273,0.9180124402046204,0.001
9,0.24953269958496094,0.9105703830718994,0.24808816611766815,0.9180124402046204,0.001
10,0.23373477160930634,0.917544960975647,0.2576350271701813,0.9130434989929199,0.001
11,0.2367934137582779,0.9158400297164917,0.28415825963020325,0.8857142925262451,0.001
12,0.2317359894514084,0.9159950613975525,0.24800825119018555,0.904347836971283,0.001
13,0.23063704371452332,0.914600133895874,0.23796209692955017,0.9142857193946838,0.001
14,0.20694789290428162,0.9273093342781067,0.2479005604982376,0.9118012189865112,0.001
15,0.2126276195049286,0.9285492897033691,0.23337684571743011,0.9254658222198486,0.001
16,0.21614129841327667,0.9200248122215271,0.2644129991531372,0.9142857193946838,0.001
17,0.20631608366966248,0.9285492897033691,0.19346946477890015,0.9267081022262573,0.001
18,0.19353742897510529,0.9305641651153564,0.1968279778957367,0.9242236018180847,0.001
19,0.21206432580947876,0.9229696393013,0.2673538625240326,0.9006211161613464,0.001
20,0.20452256500720978,0.9257594347000122,0.24663324654102325,0.904347836971283,0.001
21,0.2061392217874527,0.9254494905471802,0.23170754313468933,0.903105616569519,0.001
22,0.23462602496147156,0.9155300855636597,0.25071871280670166,0.9068322777748108,0.001
23,0.20214098691940308,0.929014265537262,0.23564432561397552,0.9105589985847473,0.001
24,0.17909826338291168,0.934438943862915,0.2255837619304657,0.9142857193946838,0.001
25,0.1968243420124054,0.929014265537262,0.24681735038757324,0.9180124402046204,0.001
26,0.19754384458065033,0.9294792413711548,0.24405385553836823,0.9180124402046204,0.001
27,0.18515674769878387,0.9355238676071167,0.21261297166347504,0.9155279397964478,0.001
28,0.16400738060474396,0.9389336705207825,0.19570107758045197,0.9267081022262573,0.0005
29,0.1614091992378235,0.9429634213447571,0.19832494854927063,0.9217391014099121,0.0005
30,0.1604444682598114,0.9420334696769714,0.18529550731182098,0.9279503226280212,0.0005
31,0.15491120517253876,0.9426534175872803,0.19341029226779938,0.9167701601982117,0.0005
32,0.17030048370361328,0.9356788396835327,0.19090181589126587,0.9316770434379578,0.0005
33,0.15064968168735504,0.9437384009361267,0.20321893692016602,0.9192546606063843,0.0005
34,0.15984541177749634,0.9398636221885681,0.1952245682477951,0.9267081022262573,0.0005
35,0.15352994203567505,0.9437384009361267,0.21159662306308746,0.9167701601982117,0.0005
36,0.15703250467777252,0.9415684938430786,0.20511725544929504,0.9254658222198486,0.0005
37,0.14734075963497162,0.9445133209228516,0.19462831318378448,0.9217391014099121,0.0005
38,0.16052240133285522,0.9429634213447571,0.2127152532339096,0.9155279397964478,0.0005
39,0.15105710923671722,0.9445133209228516,0.2054257094860077,0.9267081022262573,0.0005
40,0.15344443917274475,0.9428084492683411,0.20061253011226654,0.9291925430297852,0.0005
41,0.15985628962516785,0.9424984455108643,0.1909322589635849,0.9204968810081482,0.0005
42,0.16038699448108673,0.9424984455108643,0.19807955622673035,0.9254658222198486,0.0005
43,0.14311432838439941,0.949008047580719,0.20877011120319366,0.9192546606063843,0.00025
44,0.14200299978256226,0.946063220500946,0.1895788162946701,0.9267081022262573,0.00025
45,0.13156390190124512,0.9517979025840759,0.20842713117599487,0.9204968810081482,0.00025
46,0.1390761286020279,0.9448233246803284,0.2004905790090561,0.9254658222198486,0.00025
47,0.1290300488471985,0.9527278542518616,0.18714639544487,0.9329192638397217,0.00025
48,0.12642498314380646,0.9538127779960632,0.1768181324005127,0.9329192638397217,0.00025
49,0.13601230084896088,0.9485430717468262,0.18678683042526245,0.9254658222198486,0.00025
50,0.13115106523036957,0.9528828263282776,0.1886749118566513,0.9341614842414856,0.00025
51,0.12636590003967285,0.9525728225708008,0.1976964771747589,0.9304347634315491,0.00025
52,0.13050046563148499,0.9538127779960632,0.18393255770206451,0.9291925430297852,0.00025
53,0.127452090382576,0.9525728225708008,0.17891502380371094,0.9304347634315491,0.00025
54,0.12233220040798187,0.9578425288200378,0.1832595020532608,0.9304347634315491,0.00025
55,0.13112562894821167,0.9528828263282776,0.1781855672597885,0.9366459846496582,0.00025
56,0.11936094611883163,0.9552077054977417,0.1954963058233261,0.9267081022262573,0.00025
57,0.1291651725769043,0.9533478021621704,0.1960381716489792,0.9155279397964478,0.00025
58,0.12730731070041656,0.9535027742385864,0.20220854878425598,0.9229813814163208,0.00025
59,0.12283685803413391,0.957377552986145,0.19807875156402588,0.9229813814163208,0.00025
60,0.11550239473581314,0.9579975008964539,0.20652946829795837,0.9217391014099121,0.00025
61,0.12474910169839859,0.9548977017402649,0.18757003545761108,0.9217391014099121,0.00025
62,0.11482895165681839,0.9570675492286682,0.18010763823986053,0.9329192638397217,0.00025
63,0.12681694328784943,0.9544327259063721,0.1930093765258789,0.9316770434379578,0.00025
64,0.12422176450490952,0.9530377984046936,0.18620635569095612,0.9354037046432495,0.00025
65,0.11821181327104568,0.9553626775741577,0.17465093731880188,0.939130425453186,0.00025
66,0.11693968623876572,0.9567576050758362,0.18587881326675415,0.9254658222198486,0.00025
67,0.12251123040914536,0.9538127779960632,0.2109386920928955,0.9155279397964478,0.00025
68,0.1319713592529297,0.9531928300857544,0.19870741665363312,0.9254658222198486,0.00025
69,0.12042015045881271,0.9587724804878235,0.1825999915599823,0.9304347634315491,0.00025
70,0.11410374939441681,0.9558276534080505,0.18510599434375763,0.9267081022262573,0.00025
71,0.1223432868719101,0.9536578059196472,0.17846707999706268,0.9316770434379578,0.00025
72,0.11542496085166931,0.9593924283981323,0.18449468910694122,0.9304347634315491,0.00025
73,0.1127985343337059,0.9567576050758362,0.18545979261398315,0.9316770434379578,0.00025
74,0.11537668108940125,0.9586175084114075,0.16916346549987793,0.9341614842414856,0.00025
75,0.12194781750440598,0.9562926292419434,0.18217997252941132,0.9267081022262573,0.00025
76,0.11089587211608887,0.9589274525642395,0.17885328829288483,0.9341614842414856,0.000125
